claw length cm,endangered,size cm,specie,sub specie,tail length cm,weight kg
8.04,least concern,66.339,two toed,Linnaeus’s two toed sloth,1.081,7.482
8.201,least concern,64.569,two toed,Linnaeus’s two toed sloth,1.56,6.293
10.669,least concern,65.799,two toed,Linnaeus’s two toed sloth,1.326,6.918
10.909,least concern,66.943,two toed,Linnaeus’s two toed sloth,2.9,5.707
6.422,least concern,66.1,two toed,Linnaeus’s two toed sloth,0.22,6.272
8.745,least concern,67.609,two toed,Linnaeus’s two toed sloth,1.131,5.826
11.055,least concern,63.687,two toed,Linnaeus’s two toed sloth,0.829,7.493
9.743,least concern,65.19,two toed,Linnaeus’s two toed sloth,0.262,5.958
10.293,least concern,65.338,two toed,Linnaeus’s two toed sloth,1.82,5.16
9.84,least concern,65.328,two toed,Linnaeus’s two toed sloth,0.572,5.253
9.254,least concern,66.97,two toed,Linnaeus’s two toed sloth,0.683,7.542
10.778,least concern,65.342,two toed,Linnaeus’s two toed sloth,0.828,4.535
7.608,least concern,64.255,two toed,Linnaeus’s two toed sloth,0.371,6.29
9.523,least concern,65.963,two toed,Linnaeus’s two toed sloth,2.443,8.899
7.26,least concern,66.087,two toed,Linnaeus’s two toed sloth,0.251,6.232
7.735,least concern,66.764,two toed,Linnaeus’s two toed sloth,0.676,7.486
10.6,least concern,65.535,two toed,Linnaeus’s two toed sloth,1.153,6.669
10.375,least concern,64.693,two toed,Linnaeus’s two toed sloth,1.852,7.537
10.496,least concern,65.668,two toed,Linnaeus’s two toed sloth,0.437,7.042
9.49,least concern,65.333,two toed,Linnaeus’s two toed sloth,1.304,7.592
6.605,least concern,65.247,two toed,Linnaeus’s two toed sloth,1.512,7.348
9.155,least concern,67.437,two toed,Linnaeus’s two toed sloth,0.311,7.764
9.402,least concern,65.113,two toed,Linnaeus’s two toed sloth,0.926,5.594
9.498,least concern,65.782,two toed,Linnaeus’s two toed sloth,0.735,6.05
9.667,least concern,65.742,two toed,Linnaeus’s two toed sloth,0.646,5.636
10.358,least concern,66.135,two toed,Linnaeus’s two toed sloth,0.206,7.0
9.032,least concern,64.87,two toed,Linnaeus’s two toed sloth,1.094,5.667
8.374,least concern,65.671,two toed,Linnaeus’s two toed sloth,0.993,6.896
10.276,least concern,66.867,two toed,Linnaeus’s two toed sloth,0.38,6.018
8.488,least concern,65.769,two toed,Linnaeus’s two toed sloth,1.271,5.74
9.948,least concern,66.962,two toed,Linnaeus’s two toed sloth,1.194,4.377
10.329,least concern,67.729,two toed,Linnaeus’s two toed sloth,0.917,7.813
8.285,least concern,66.6,two toed,Linnaeus’s two toed sloth,1.802,5.922
9.886,least concern,64.68,two toed,Linnaeus’s two toed sloth,0.513,6.904
9.182,least concern,65.48,two toed,Linnaeus’s two toed sloth,0.929,6.529
8.469,least concern,68.479,two toed,Linnaeus’s two toed sloth,0.859,4.401
9.506,least concern,66.723,two toed,Linnaeus’s two toed sloth,0.55,6.048
9.533,least concern,64.508,two toed,Linnaeus’s two toed sloth,0.427,5.986
9.118,least concern,66.184,two toed,Linnaeus’s two toed sloth,0.644,8.474
9.05,least concern,67.342,two toed,Linnaeus’s two toed sloth,0.841,8.24
8.253,least concern,66.04,two toed,Linnaeus’s two toed sloth,1.693,7.247
10.172,least concern,65.836,two toed,Linnaeus’s two toed sloth,0.532,5.382
8.107,least concern,64.305,two toed,Linnaeus’s two toed sloth,0.269,6.921
8.28,least concern,66.926,two toed,Linnaeus’s two toed sloth,0.348,7.756
9.837,least concern,64.701,two toed,Linnaeus’s two toed sloth,1.5,5.321
9.517,least concern,65.604,two toed,Linnaeus’s two toed sloth,0.562,7.834
8.749,least concern,64.897,two toed,Linnaeus’s two toed sloth,0.586,8.037
7.583,least concern,66.777,two toed,Linnaeus’s two toed sloth,1.137,7.159
9.575,least concern,66.399,two toed,Linnaeus’s two toed sloth,0.564,5.485
9.988,least concern,67.037,two toed,Linnaeus’s two toed sloth,0.586,3.958
8.574,least concern,67.259,two toed,Linnaeus’s two toed sloth,1.026,6.282
8.438,least concern,65.971,two toed,Linnaeus’s two toed sloth,0.323,5.509
8.247,least concern,67.065,two toed,Linnaeus’s two toed sloth,1.794,5.212
10.072,least concern,67.319,two toed,Linnaeus’s two toed sloth,1.108,6.866
9.163,least concern,65.776,two toed,Linnaeus’s two toed sloth,0.291,6.314
7.907,least concern,65.514,two toed,Linnaeus’s two toed sloth,0.401,7.604
9.997,least concern,66.98,two toed,Linnaeus’s two toed sloth,1.074,8.011
11.023,least concern,65.884,two toed,Linnaeus’s two toed sloth,0.202,7.371
8.219,least concern,65.508,two toed,Linnaeus’s two toed sloth,0.963,7.696
7.394,least concern,67.639,two toed,Linnaeus’s two toed sloth,0.969,7.089
9.49,least concern,66.518,two toed,Linnaeus’s two toed sloth,0.367,5.626
8.309,least concern,65.482,two toed,Linnaeus’s two toed sloth,1.01,7.36
8.093,least concern,66.261,two toed,Linnaeus’s two toed sloth,1.887,6.076
9.013,least concern,65.562,two toed,Linnaeus’s two toed sloth,1.334,6.429
8.007,least concern,64.701,two toed,Linnaeus’s two toed sloth,2.231,6.272
10.733,least concern,66.64,two toed,Linnaeus’s two toed sloth,0.999,6.125
6.917,least concern,64.854,two toed,Linnaeus’s two toed sloth,0.219,5.67
8.091,least concern,65.074,two toed,Linnaeus’s two toed sloth,1.739,7.707
9.737,least concern,65.487,two toed,Linnaeus’s two toed sloth,1.997,5.207
8.204,least concern,65.835,two toed,Linnaeus’s two toed sloth,0.852,8.509
9.694,least concern,66.159,two toed,Linnaeus’s two toed sloth,0.909,5.868
8.551,least concern,66.567,two toed,Linnaeus’s two toed sloth,0.553,6.239
8.348,least concern,66.873,two toed,Linnaeus’s two toed sloth,1.427,7.24
9.576,least concern,67.504,two toed,Linnaeus’s two toed sloth,1.46,5.241
7.622,least concern,68.263,two toed,Linnaeus’s two toed sloth,0.594,5.215
8.839,least concern,65.103,two toed,Linnaeus’s two toed sloth,0.667,5.904
7.051,least concern,65.26,two toed,Linnaeus’s two toed sloth,1.927,6.942
8.208,least concern,67.461,two toed,Linnaeus’s two toed sloth,0.505,5.903
10.111,least concern,66.308,two toed,Linnaeus’s two toed sloth,0.858,7.095
6.209,least concern,66.446,two toed,Linnaeus’s two toed sloth,0.523,5.708
11.981,least concern,65.983,two toed,Linnaeus’s two toed sloth,2.824,5.041
11.768,least concern,65.629,two toed,Linnaeus’s two toed sloth,0.983,6.366
9.594,least concern,64.891,two toed,Linnaeus’s two toed sloth,0.91,6.501
9.965,least concern,64.585,two toed,Linnaeus’s two toed sloth,0.379,7.283
10.662,least concern,66.775,two toed,Linnaeus’s two toed sloth,2.221,6.056
8.79,least concern,64.661,two toed,Linnaeus’s two toed sloth,0.585,6.741
7.229,least concern,64.002,two toed,Linnaeus’s two toed sloth,1.121,7.699
7.788,least concern,67.183,two toed,Linnaeus’s two toed sloth,1.865,7.835
9.044,least concern,64.666,two toed,Linnaeus’s two toed sloth,0.85,7.568
10.025,least concern,66.278,two toed,Linnaeus’s two toed sloth,0.37,4.821
11.947,least concern,66.502,two toed,Linnaeus’s two toed sloth,1.05,7.707
9.225,least concern,67.615,two toed,Linnaeus’s two toed sloth,1.35,5.568
9.808,least concern,64.367,two toed,Linnaeus’s two toed sloth,0.427,6.659
10.135,least concern,65.639,two toed,Linnaeus’s two toed sloth,1.116,5.674
9.208,least concern,64.714,two toed,Linnaeus’s two toed sloth,1.302,6.042
9.907,least concern,67.441,two toed,Linnaeus’s two toed sloth,1.257,6.384
9.41,least concern,66.168,two toed,Linnaeus’s two toed sloth,1.06,6.266
7.445,least concern,65.636,two toed,Linnaeus’s two toed sloth,1.075,6.456
8.672,least concern,64.556,two toed,Linnaeus’s two toed sloth,0.72,7.994
7.845,least concern,66.237,two toed,Linnaeus’s two toed sloth,0.662,7.541
8.751,least concern,66.033,two toed,Linnaeus’s two toed sloth,0.579,5.566
8.561,least concern,64.22,two toed,Linnaeus’s two toed sloth,0.204,5.332
9.252,least concern,65.125,two toed,Linnaeus’s two toed sloth,1.089,5.31
8.126,least concern,65.331,two toed,Linnaeus’s two toed sloth,0.563,7.382
8.234,least concern,65.979,two toed,Linnaeus’s two toed sloth,0.527,5.354
7.561,least concern,66.186,two toed,Linnaeus’s two toed sloth,1.089,5.94
10.134,least concern,65.284,two toed,Linnaeus’s two toed sloth,0.935,5.645
11.037,least concern,66.875,two toed,Linnaeus’s two toed sloth,0.993,5.772
9.305,least concern,65.232,two toed,Linnaeus’s two toed sloth,1.073,6.079
9.281,least concern,65.668,two toed,Linnaeus’s two toed sloth,0.446,5.706
8.464,least concern,67.766,two toed,Linnaeus’s two toed sloth,1.631,6.538
8.192,least concern,65.584,two toed,Linnaeus’s two toed sloth,0.615,6.692
9.866,least concern,66.585,two toed,Linnaeus’s two toed sloth,1.18,4.804
9.755,least concern,67.023,two toed,Linnaeus’s two toed sloth,0.737,6.39
8.048,least concern,65.663,two toed,Linnaeus’s two toed sloth,2.555,6.334
10.192,least concern,66.228,two toed,Linnaeus’s two toed sloth,1.163,5.996
8.336,least concern,66.613,two toed,Linnaeus’s two toed sloth,1.43,4.576
9.019,least concern,65.975,two toed,Linnaeus’s two toed sloth,1.169,6.266
7.98,least concern,64.852,two toed,Linnaeus’s two toed sloth,0.626,5.967
8.395,least concern,66.352,two toed,Linnaeus’s two toed sloth,1.238,5.298
9.095,least concern,66.58,two toed,Linnaeus’s two toed sloth,0.821,7.401
9.274,least concern,65.71,two toed,Linnaeus’s two toed sloth,0.802,9.423
10.467,least concern,67.355,two toed,Linnaeus’s two toed sloth,1.253,4.321
9.856,least concern,65.568,two toed,Linnaeus’s two toed sloth,0.596,8.45
8.021,least concern,64.866,two toed,Linnaeus’s two toed sloth,1.745,5.714
9.072,least concern,66.783,two toed,Linnaeus’s two toed sloth,0.673,7.234
8.793,least concern,66.028,two toed,Linnaeus’s two toed sloth,0.645,8.042
8.617,least concern,62.469,two toed,Linnaeus’s two toed sloth,0.916,7.828
10.644,least concern,65.456,two toed,Linnaeus’s two toed sloth,0.953,7.827
6.029,least concern,66.431,two toed,Linnaeus’s two toed sloth,1.261,6.361
8.941,least concern,67.637,two toed,Linnaeus’s two toed sloth,0.371,3.554
9.52,least concern,65.299,two toed,Linnaeus’s two toed sloth,0.231,6.625
9.702,least concern,66.307,two toed,Linnaeus’s two toed sloth,0.981,5.826
9.919,least concern,68.7,two toed,Linnaeus’s two toed sloth,0.531,6.761
8.336,least concern,64.759,two toed,Linnaeus’s two toed sloth,0.679,6.643
8.443,least concern,65.702,two toed,Linnaeus’s two toed sloth,1.595,6.879
9.91,least concern,63.807,two toed,Linnaeus’s two toed sloth,0.235,5.685
9.348,least concern,66.163,two toed,Linnaeus’s two toed sloth,0.653,5.994
9.386,least concern,64.472,two toed,Linnaeus’s two toed sloth,2.533,5.926
9.976,least concern,65.952,two toed,Linnaeus’s two toed sloth,0.251,6.696
9.027,least concern,65.776,two toed,Linnaeus’s two toed sloth,0.582,6.034
5.71,least concern,65.161,two toed,Linnaeus’s two toed sloth,0.902,4.75
10.271,least concern,66.496,two toed,Linnaeus’s two toed sloth,0.35,7.863
7.768,least concern,65.488,two toed,Linnaeus’s two toed sloth,1.149,6.282
9.784,least concern,66.565,two toed,Linnaeus’s two toed sloth,0.75,6.37
9.249,least concern,67.114,two toed,Linnaeus’s two toed sloth,1.716,5.419
9.016,least concern,66.99,two toed,Linnaeus’s two toed sloth,0.793,6.729
8.508,least concern,66.657,two toed,Linnaeus’s two toed sloth,0.208,5.86
9.351,least concern,65.138,two toed,Linnaeus’s two toed sloth,1.042,9.008
7.917,least concern,64.208,two toed,Linnaeus’s two toed sloth,0.922,5.976
8.51,least concern,64.205,two toed,Linnaeus’s two toed sloth,1.045,5.6
9.24,least concern,66.765,two toed,Linnaeus’s two toed sloth,1.822,7.597
10.293,least concern,66.406,two toed,Linnaeus’s two toed sloth,0.693,6.359
7.714,least concern,65.618,two toed,Linnaeus’s two toed sloth,0.27,5.247
8.895,least concern,65.741,two toed,Linnaeus’s two toed sloth,1.06,5.155
8.52,least concern,66.692,two toed,Linnaeus’s two toed sloth,0.333,4.741
8.587,least concern,65.43,two toed,Linnaeus’s two toed sloth,0.55,7.161
10.259,least concern,66.119,two toed,Linnaeus’s two toed sloth,0.706,6.858
6.21,least concern,66.181,two toed,Linnaeus’s two toed sloth,0.431,4.958
9.762,least concern,65.46,two toed,Linnaeus’s two toed sloth,0.852,5.727
9.982,least concern,67.134,two toed,Linnaeus’s two toed sloth,0.304,6.373
10.778,least concern,66.62,two toed,Linnaeus’s two toed sloth,1.267,7.17
7.227,least concern,66.111,two toed,Linnaeus’s two toed sloth,1.165,5.763
12.058,least concern,64.42,two toed,Linnaeus’s two toed sloth,0.626,6.582
10.611,least concern,66.397,two toed,Linnaeus’s two toed sloth,0.738,6.825
8.164,least concern,66.733,two toed,Linnaeus’s two toed sloth,0.423,6.968
10.055,least concern,66.226,two toed,Linnaeus’s two toed sloth,2.885,4.869
9.802,least concern,65.209,two toed,Linnaeus’s two toed sloth,0.497,5.65
9.171,least concern,67.574,two toed,Linnaeus’s two toed sloth,0.643,7.209
8.756,least concern,65.95,two toed,Linnaeus’s two toed sloth,0.755,7.184
10.618,least concern,64.92,two toed,Linnaeus’s two toed sloth,0.552,5.3
8.348,least concern,65.094,two toed,Linnaeus’s two toed sloth,1.86,7.255
9.384,least concern,65.345,two toed,Linnaeus’s two toed sloth,0.802,6.152
9.935,least concern,67.883,two toed,Linnaeus’s two toed sloth,1.394,4.786
11.076,least concern,65.933,two toed,Linnaeus’s two toed sloth,2.427,5.657
9.052,least concern,64.423,two toed,Linnaeus’s two toed sloth,0.766,5.452
8.883,least concern,65.979,two toed,Linnaeus’s two toed sloth,0.327,5.981
9.508,least concern,66.011,two toed,Linnaeus’s two toed sloth,0.687,5.736
7.702,least concern,65.97,two toed,Linnaeus’s two toed sloth,0.206,6.668
8.818,least concern,65.746,two toed,Linnaeus’s two toed sloth,0.671,7.308
11.159,least concern,66.368,two toed,Linnaeus’s two toed sloth,0.249,4.613
7.906,least concern,65.487,two toed,Linnaeus’s two toed sloth,0.598,4.784
9.222,least concern,66.189,two toed,Linnaeus’s two toed sloth,1.653,5.973
8.961,least concern,66.989,two toed,Linnaeus’s two toed sloth,1.198,5.58
9.955,least concern,64.115,two toed,Linnaeus’s two toed sloth,2.004,5.943
9.664,least concern,65.484,two toed,Linnaeus’s two toed sloth,0.543,6.003
8.051,least concern,65.403,two toed,Linnaeus’s two toed sloth,0.71,5.021
9.78,least concern,65.054,two toed,Linnaeus’s two toed sloth,1.431,5.195
9.444,least concern,65.636,two toed,Linnaeus’s two toed sloth,1.973,5.724
10.987,least concern,66.342,two toed,Linnaeus’s two toed sloth,0.282,5.717
9.167,least concern,66.729,two toed,Linnaeus’s two toed sloth,0.808,5.581
8.968,least concern,66.578,two toed,Linnaeus’s two toed sloth,0.269,7.589
8.915,least concern,66.239,two toed,Linnaeus’s two toed sloth,0.715,6.292
10.502,least concern,67.724,two toed,Linnaeus’s two toed sloth,1.301,6.98
10.126,least concern,65.568,two toed,Linnaeus’s two toed sloth,0.889,7.747
10.374,least concern,65.547,two toed,Linnaeus’s two toed sloth,0.857,6.131
8.024,least concern,66.566,two toed,Linnaeus’s two toed sloth,0.508,7.298
10.041,least concern,66.362,two toed,Linnaeus’s two toed sloth,1.02,6.407
9.38,least concern,65.503,two toed,Linnaeus’s two toed sloth,0.385,8.259
7.913,least concern,65.398,two toed,Linnaeus’s two toed sloth,0.727,4.265
8.997,least concern,67.242,two toed,Linnaeus’s two toed sloth,0.372,5.426
7.416,least concern,65.813,two toed,Linnaeus’s two toed sloth,0.226,6.538
10.285,least concern,65.592,two toed,Linnaeus’s two toed sloth,1.689,7.289
